customer_id,customer_name,account_number,account_type,account_balance
95,Olivia Smith,76919,checking,29213
96,Amelia Johnson,6332,credit,72545
97,Evelyn Martinez,11609,savings,1433
98,Charlotte Anderson,77348,credit,9200
99,Sophia Garcia,99213,savings,9596
100,Harper Taylor,5781,credit,87855
101,Mia Wilson,4763,checking,62962
102,Amelia Wilson,97972,credit,43284
103,Olivia Martinez,67838,checking,48750
104,Ava Taylor,17910,checking,97349
105,Ava Garcia,69701,credit,46399
106,Olivia Miller,96528,checking,62889
107,Sophia Wilson,71508,savings,33268
108,Evelyn Miller,41376,savings,24269
109,Olivia Smith,99708,credit,85653
110,Amelia Miller,39316,credit,57051
111,Charlotte Taylor,72823,checking,91112
112,Ava Garcia,51194,checking,95785
113,Sophia Wilson,48527,credit,23896
114,Mia Wilson,95214,savings,51675
115,Sophia Taylor,21499,savings,50184
116,Evelyn Brown,25724,credit,76026
117,Mia Davis,47499,credit,63911
118,Harper Anderson,73771,checking,35983
119,Amelia Wilson,93386,savings,37638
120,Olivia Anderson,43439,checking,80898
121,Ava Miller,51477,savings,8138
122,Mia Johnson,23840,checking,86373
123,Amelia Martinez,89081,credit,17597
124,Evelyn Garcia,59529,savings,23156
125,Olivia Garcia,73787,credit,52730
126,Harper Brown,52218,savings,25910
127,Evelyn Wilson,19181,savings,85392
128,Harper Johnson,97890,savings,58104
129,Olivia Miller,72795,credit,85771
130,Ava Davis,54927,credit,82108
131,Amelia Brown,37691,savings,82820
132,Harper Johnson,33235,credit,26016
133,Olivia Wilson,40096,credit,26578
134,Ava Davis,3807,checking,87416
135,Sophia Martinez,32580,checking,49884
136,Harper Anderson,85522,credit,86432
137,Harper Wilson,51942,savings,21441
138,Sophia Garcia,3863,savings,81427
139,Charlotte Taylor,36690,savings,82831
140,Evelyn Johnson,26224,savings,13621
141,Mia Wilson,48209,savings,11955
142,Ava Martinez,66048,credit,52558
143,Evelyn Brown,72449,checking,2429
144,Mia Brown,86007,checking,5501
145,Evelyn Taylor,58803,checking,3754
146,Amelia Brown,74221,credit,89497
147,Harper Taylor,15986,credit,76790
148,Evelyn Brown,99629,credit,29277
149,Emma Anderson,17538,savings,73999
150,Isabella Garcia,6823,credit,84356
151,Amelia Miller,69062,checking,49113
152,Emma Davis,9806,credit,49827
153,Mia Garcia,39018,credit,95132
154,Olivia Martinez,13615,checking,34344
155,Mia Anderson,37340,savings,86245
156,Charlotte Taylor,87902,checking,76042
157,Amelia Wilson,66754,savings,98382
158,Sophia Anderson,2938,checking,17917
159,Sophia Miller,65479,savings,36483
160,Ava Wilson,74800,checking,11528
161,Amelia Davis,73557,checking,84244
162,Charlotte Davis,20008,credit,45889
163,Olivia Johnson,77251,checking,70278
164,Olivia Miller,91566,credit,96957
165,Isabella Taylor,52401,checking,35151
166,Emma Martinez,88876,savings,6270
167,Olivia Taylor,25866,credit,24278
168,Emma Davis,38323,credit,43188
169,Harper Brown,34569,checking,91622
170,Mia Brown,98091,checking,31413
171,Emma Garcia,32285,checking,92692
172,Harper Anderson,16146,credit,53760
173,Mia Martinez,20682,checking,47656
174,Charlotte Anderson,94408,checking,38045
175,Amelia Brown,1395,checking,93628
176,Harper Miller,41520,checking,68298
177,Evelyn Smith,60724,checking,89661
178,Olivia Johnson,92890,savings,15641
179,Harper Anderson,49749,credit,66550
180,Harper Wilson,24171,checking,78291
181,Sophia Miller,77276,credit,10915
182,Ava Martinez,36161,checking,77030
183,Sophia Garcia,76574,checking,79474
184,Mia Garcia,14999,savings,72754
185,Charlotte Smith,43713,savings,30772
186,Charlotte Anderson,60127,savings,81614
187,Emma Smith,5290,credit,78440
188,Harper Anderson,35843,credit,3977
189,Harper Smith,38560,checking,75526
190,Amelia Anderson,15229,checking,31420
191,Evelyn Brown,89791,checking,24703
192,Olivia Wilson,25309,credit,77650
193,Olivia Johnson,65885,credit,46223
194,Amelia Garcia,88645,credit,26399
195,Harper Anderson,94087,checking,59264
196,Ava Miller,47193,savings,47474
197,Sophia Smith,57647,savings,80585
198,Amelia Anderson,30233,checking,81161
199,Mia Miller,76192,credit,32620
200,Olivia Taylor,93076,checking,43831
201,Ava Anderson,17647,savings,20986
202,Harper Miller,86983,credit,46563
203,Sophia Miller,70824,checking,17430
204,Harper Smith,27991,savings,97592
205,Amelia Johnson,37175,savings,47850
206,Olivia Davis,57838,savings,72402
207,Charlotte Wilson,16717,credit,29896
208,Sophia Garcia,79712,savings,93136
209,Charlotte Martinez,89259,credit,53929
210,Harper Miller,84131,checking,69755
211,Sophia Davis,51541,savings,61669
212,Charlotte Miller,69486,credit,48092
213,Sophia Johnson,12776,savings,33645
214,Ava Brown,48218,savings,12406
215,Isabella Wilson,18122,checking,5421
216,Evelyn Wilson,22209,savings,15980
217,Emma Wilson,48344,checking,17876
218,Isabella Wilson,66179,checking,27666
219,Mia Garcia,86650,savings,11353
220,Ava Smith,24577,checking,23637
221,Ava Davis,54613,credit,47471
222,Amelia Miller,67266,checking,32280
223,Amelia Johnson,16387,credit,24288
224,Harper Wilson,86316,checking,4483
225,Isabella Smith,52330,checking,1608
226,Mia Wilson,56566,checking,37883
227,Olivia Anderson,4111,credit,38046
228,Charlotte Wilson,8524,checking,14929
229,Sophia Johnson,70388,checking,93647
230,Isabella Anderson,3610,checking,4113
231,Charlotte Johnson,96993,checking,25190
232,Mia Taylor,80725,savings,21494
233,Mia Martinez,46733,checking,66324
234,Charlotte Smith,52106,checking,19992
235,Mia Taylor,8799,savings,1079
236,Charlotte Brown,70519,savings,66347
237,Emma Anderson,89975,credit,41694
238,Olivia Johnson,44309,savings,71150
239,Emma Miller,31270,checking,40230
240,Charlotte Wilson,77365,checking,13678
241,Charlotte Brown,33891,credit,83824
242,Ava Wilson,64630,checking,81926
243,Harper Wilson,40391,savings,56338
244,Sophia Martinez,82512,credit,47716
245,Mia Anderson,85907,checking,7788
246,Mia Johnson,84245,credit,18085
247,Mia Brown,58555,credit,31777
248,Sophia Anderson,38598,checking,22126
249,Ava Martinez,5890,checking,48614
250,Mia Smith,95776,savings,74086
251,Charlotte Miller,14927,credit,48564
252,Evelyn Garcia,42076,credit,40520
253,Sophia Garcia,64350,checking,90290
254,Amelia Miller,11626,checking,25881
255,Charlotte Wilson,83773,checking,81160
256,Evelyn Martinez,40140,checking,72623
257,Sophia Martinez,66553,checking,43368
258,Amelia Anderson,69647,checking,70709
259,Charlotte Smith,91778,credit,37392
260,Emma Brown,25350,credit,34529
261,Emma Brown,38272,checking,89353
262,Emma Johnson,35431,credit,97101
263,Charlotte Davis,4283,savings,74843
264,Mia Davis,89396,checking,7557
265,Ava Smith,58586,checking,60573
266,Harper Martinez,72629,checking,48442
267,Isabella Davis,23585,credit,59052
268,Ava Brown,57381,checking,41063
269,Amelia Anderson,62112,savings,8987
270,Mia Wilson,76079,savings,45334
271,Olivia Miller,34119,savings,79581
272,Sophia Anderson,25812,checking,35956
273,Amelia Miller,78063,savings,16485
274,Mia Smith,94537,savings,12835
275,Harper Martinez,68077,checking,75927
276,Mia Johnson,68851,savings,64954
277,Charlotte Martinez,68193,savings,92540
278,Amelia Wilson,71141,checking,86667
279,Harper Davis,58864,savings,67013
280,Charlotte Wilson,86649,checking,32795
281,Olivia Anderson,53415,credit,79387
282,Sophia Anderson,26397,credit,87783
283,Sophia Anderson,8243,savings,59443
284,Sophia Brown,6630,savings,14076
285,Evelyn Miller,96266,credit,33591
286,Evelyn Johnson,65200,checking,99621
287,Ava Wilson,68692,checking,14890
288,Isabella Brown,10862,credit,50187
289,Harper Anderson,93610,savings,33374
290,Sophia Anderson,46469,credit,90237
291,Olivia Smith,15347,checking,31396
292,Charlotte Johnson,29746,savings,59531
293,Isabella Brown,16796,savings,5140
294,Isabella Martinez,10385,checking,33861
295,Charlotte Brown,60220,credit,19387
296,Evelyn Smith,10808,credit,39347
297,Sophia Anderson,91662,checking,55347
298,Charlotte Anderson,4751,checking,5240
299,Emma Smith,94117,checking,53743
300,Harper Johnson,76365,checking,84895
301,Mia Martinez,85111,savings,28537
302,Evelyn Brown,49558,checking,31400
303,Emma Wilson,58446,savings,50993
304,Evelyn Martinez,76629,checking,41536
305,Charlotte Johnson,24654,savings,47011
306,Evelyn Brown,44833,savings,83221
307,Charlotte Miller,50743,credit,43058
308,Amelia Miller,27956,credit,43966
309,Isabella Johnson,69913,savings,62875
310,Evelyn Anderson,56941,checking,15209
311,Harper Smith,85540,credit,31372
312,Harper Wilson,8402,credit,25041
313,Harper Miller,29517,checking,91852
314,Isabella Taylor,8665,credit,89329
315,Mia Smith,32941,checking,57900
316,Charlotte Miller,66042,checking,35617
317,Ava Smith,32091,credit,78156
318,Olivia Davis,32402,checking,7181
319,Ava Taylor,19325,credit,92636
320,Mia Garcia,18092,savings,96126
321,Isabella Smith,67842,checking,9122
322,Evelyn Davis,37454,checking,42460
323,Isabella Garcia,64688,credit,79727
324,Mia Garcia,18080,credit,16643
325,Charlotte Garcia,58015,checking,90723
326,Evelyn Davis,29584,checking,25027
327,Amelia Garcia,42254,savings,50035
328,Emma Garcia,78992,checking,17265
329,Evelyn Smith,93189,credit,37671
330,Isabella Smith,12969,savings,55219
331,Mia Anderson,11597,credit,28314
332,Emma Garcia,42678,checking,17887
333,Olivia Davis,76640,savings,58361
334,Isabella Taylor,23894,checking,99764
335,Mia Anderson,74986,savings,25420
336,Ava Smith,65403,savings,49896
337,Charlotte Martinez,16528,savings,88402
338,Amelia Anderson,87137,checking,76679
339,Harper Miller,56851,credit,20095
340,Charlotte Martinez,59664,savings,17127
341,Charlotte Miller,63857,savings,10039
342,Emma Johnson,26629,credit,19405
343,Harper Garcia,36311,checking,17965
344,Sophia Miller,87185,checking,62057
345,Ava Anderson,12353,savings,20864
346,Olivia Smith,46766,checking,74255
347,Emma Taylor,6717,credit,35893
348,Amelia Brown,57820,savings,66356
349,Ava Martinez,83146,credit,20715
350,Sophia Wilson,46894,savings,98907
351,Olivia Miller,67808,savings,49782
352,Harper Anderson,67155,savings,45177
353,Sophia Johnson,96582,checking,9592
354,Amelia Johnson,79246,credit,37820
355,Charlotte Wilson,87501,credit,82462
356,Harper Smith,25358,checking,51877
357,Harper Davis,3229,savings,26231
358,Amelia Taylor,14105,credit,35542
359,Isabella Johnson,43490,savings,68207
360,Charlotte Wilson,42267,checking,9752
361,Isabella Martinez,46756,credit,71735
362,Charlotte Wilson,69793,checking,29267
363,Mia Taylor,50314,checking,20360
364,Evelyn Johnson,38763,savings,75733
365,Amelia Brown,22641,checking,44577
366,Mia Wilson,91619,savings,84687
367,Amelia Davis,12170,credit,8543
368,Ava Anderson,56640,credit,42418
369,Sophia Martinez,27186,checking,23544
370,Olivia Davis,1062,checking,13947
371,Isabella Garcia,84586,savings,96452
372,Isabella Smith,72741,savings,91087
373,Mia Garcia,96140,savings,22793
374,Emma Martinez,94029,savings,74101
375,Emma Anderson,3941,checking,90520
376,Mia Garcia,22957,savings,19281
377,Isabella Taylor,45814,checking,93708
378,Harper Wilson,77952,checking,91079
379,Charlotte Anderson,16345,credit,95796
380,Harper Garcia,60992,credit,93025
381,Charlotte Garcia,42226,checking,99836
382,Harper Johnson,92330,checking,89172
383,Sophia Davis,13248,credit,41761
384,Charlotte Wilson,41777,checking,29621
385,Evelyn Garcia,93523,checking,66937
386,Amelia Miller,58203,credit,94221
387,Emma Smith,81259,credit,87979
388,Amelia Davis,15285,credit,61250
389,Evelyn Anderson,80951,credit,87466
390,Emma Brown,63025,credit,50107
391,Olivia Smith,61047,credit,24530
392,Sophia Brown,24335,savings,7855
393,Emma Davis,55731,credit,27292
394,Emma Davis,61602,checking,46917
395,Emma Miller,71718,savings,15293
396,Emma Wilson,64632,credit,31909
397,Ava Wilson,21393,credit,68601
398,Harper Garcia,67869,credit,75054
399,Olivia Anderson,27627,credit,20902
400,Ava Wilson,21515,checking,41685
401,Olivia Davis,10392,checking,42749
402,Isabella Johnson,22865,credit,44377
403,Ava Wilson,25290,savings,69770
404,Ava Smith,70107,credit,27214
405,Isabella Taylor,11208,savings,58466
406,Ava Johnson,65079,savings,93898
407,Charlotte Johnson,35419,savings,43838
408,Harper Garcia,23313,credit,35927
409,Amelia Wilson,55394,checking,1738
410,Mia Martinez,60885,credit,35605
411,Mia Garcia,2699,checking,35955
412,Emma Wilson,74491,savings,70838
413,Charlotte Davis,67144,checking,80851
414,Harper Wilson,95305,savings,83778
415,Evelyn Johnson,29116,credit,44562
416,Isabella Smith,57204,credit,74409
417,Emma Smith,98058,credit,74290
418,Harper Davis,73524,credit,80418
419,Isabella Martinez,12372,savings,19635
420,Evelyn Garcia,69587,credit,88087
421,Amelia Smith,58286,checking,89717
422,Evelyn Wilson,25171,checking,43726
423,Olivia Johnson,30159,savings,53410
424,Sophia Garcia,84963,checking,82190
425,Amelia Miller,75370,savings,74477
426,Isabella Taylor,38257,savings,10820
427,Emma Miller,40254,savings,71255
428,Olivia Davis,65867,savings,21620
429,Amelia Smith,41314,savings,61373
430,Harper Smith,96687,credit,89575
431,Emma Johnson,8112,savings,4603
432,Olivia Smith,16489,credit,79597
433,Harper Miller,16905,credit,51379
434,Isabella Smith,50797,savings,56060
435,Olivia Johnson,18070,credit,84815
436,Mia Garcia,82449,checking,10580
437,Amelia Davis,85333,checking,97923
438,Ava Miller,22873,checking,14598
439,Charlotte Davis,6375,savings,69843
440,Sophia Garcia,94765,checking,29767
441,Amelia Miller,65761,savings,49643
442,Evelyn Wilson,46728,checking,24394
443,Harper Wilson,10177,credit,56168
444,Sophia Miller,56457,checking,12382
445,Harper Taylor,56951,savings,93143
446,Ava Wilson,25443,savings,4796
447,Evelyn Brown,82728,credit,9697
448,Isabella Smith,10881,savings,60244
449,Mia Wilson,19582,savings,85936
450,Sophia Smith,70297,checking,5918
451,Harper Miller,24404,credit,55926
452,Ava Brown,26085,savings,41440
453,Charlotte Garcia,98231,savings,22838
454,Evelyn Anderson,24274,checking,34972
455,Isabella Garcia,33518,savings,42834
456,Sophia Anderson,76302,checking,99105
457,Olivia Miller,77593,checking,67343
458,Olivia Johnson,15154,credit,77145
459,Isabella Taylor,44160,credit,52989
460,Ava Smith,13428,checking,47718
461,Charlotte Anderson,55136,savings,33912
462,Isabella Davis,37331,checking,44724
463,Olivia Garcia,40006,credit,12038
464,Amelia Johnson,9829,checking,39136
465,Harper Smith,72609,credit,8115
466,Amelia Martinez,8543,savings,68882
467,Charlotte Davis,27255,credit,48581
468,Emma Martinez,64236,credit,53500
469,Sophia Martinez,80621,credit,72373
470,Evelyn Davis,13604,checking,27798
471,Charlotte Martinez,23323,checking,77768
472,Harper Taylor,67001,savings,71295
473,Charlotte Johnson,4010,credit,78714
474,Harper Smith,20232,savings,85536
475,Sophia Garcia,57538,savings,60565
476,Harper Smith,68634,checking,29586
477,Harper Miller,17314,credit,32264
478,Ava Smith,14212,credit,9204
479,Isabella Anderson,68692,savings,45939
480,Olivia Martinez,61023,checking,32414
481,Mia Davis,51362,savings,67610
482,Mia Smith,31604,savings,71180
483,Charlotte Martinez,56224,savings,67707
484,Amelia Martinez,93875,credit,9572
485,Amelia Wilson,73587,checking,65883
486,Mia Johnson,2303,credit,52813
487,Isabella Wilson,60831,checking,28753
488,Isabella Wilson,24577,credit,99839
489,Harper Taylor,28831,savings,94988
490,Olivia Brown,32300,checking,70281
491,Charlotte Martinez,96437,savings,36515
492,Sophia Johnson,97032,savings,37623
493,Amelia Smith,88128,credit,80625
494,Harper Anderson,36299,savings,10928
495,Mia Miller,12020,credit,45848
496,Evelyn Miller,13641,checking,8906
497,Evelyn Garcia,77796,checking,15171
498,Charlotte Taylor,45224,checking,89733
499,Isabella Martinez,70306,credit,27883
500,Emma Anderson,50198,credit,32953
501,Evelyn Johnson,50466,credit,72625
502,Isabella Taylor,26035,savings,4546
503,Emma Taylor,69051,checking,81497
504,Mia Garcia,49344,credit,54220
505,Amelia Garcia,6616,credit,90725
506,Isabella Taylor,74399,checking,56762
507,Evelyn Martinez,35589,savings,13776
508,Evelyn Davis,13246,credit,96088
509,Harper Taylor,17837,credit,61439
510,Ava Smith,21218,checking,13328
511,Amelia Johnson,86645,checking,42190
512,Harper Miller,45897,checking,59905
513,Sophia Taylor,41148,savings,76418
514,Charlotte Garcia,75642,credit,95465
515,Emma Taylor,57828,credit,16705
516,Amelia Taylor,97588,savings,9752
517,Sophia Taylor,3964,checking,43352
518,Mia Davis,85323,credit,89382
519,Charlotte Martinez,43484,checking,57062
520,Evelyn Davis,9498,savings,88259
521,Ava Davis,49093,savings,26668
522,Charlotte Miller,26519,savings,75466
523,Sophia Taylor,59665,checking,4044
524,Harper Taylor,5806,checking,36002
525,Amelia Davis,56774,credit,49628
526,Emma Garcia,38397,savings,65665
527,Olivia Taylor,55081,credit,72711
528,Charlotte Anderson,71952,credit,83618
529,Amelia Miller,70108,savings,19117
530,Mia Anderson,59882,savings,9318
531,Ava Taylor,7379,savings,59797
532,Mia Anderson,22095,credit,48703
533,Isabella Wilson,25491,credit,87905
534,Isabella Miller,6907,checking,34724
535,Sophia Garcia,14541,credit,38634
536,Olivia Wilson,92114,credit,10845
537,Mia Wilson,60033,credit,79960
538,Olivia Smith,69506,checking,77581
539,Emma Miller,4793,checking,49956
540,Charlotte Johnson,67412,credit,93230
541,Amelia Taylor,39880,credit,16294
542,Ava Davis,18068,checking,33535
543,Ava Davis,52479,checking,76055
544,Olivia Johnson,63607,credit,79007
545,Olivia Garcia,43171,checking,2592
546,Emma Davis,9477,credit,3348
547,Charlotte Brown,82223,savings,86428
548,Olivia Wilson,44498,savings,64861
549,Amelia Garcia,71042,savings,96175
550,Ava Smith,87181,credit,5541
551,Harper Anderson,35864,credit,67641
552,Sophia Taylor,1432,savings,48818
553,Harper Garcia,1160,savings,26829
554,Mia Anderson,38660,savings,13197
555,Mia Johnson,30134,savings,47547
556,Charlotte Anderson,36789,savings,65376
557,Isabella Smith,17849,savings,43992
558,Amelia Miller,87503,savings,1964
559,Amelia Martinez,99354,checking,88967
560,Mia Wilson,26319,credit,31770
561,Charlotte Wilson,98543,credit,51470
562,Olivia Brown,88939,credit,54886
563,Isabella Miller,96078,credit,21012
564,Amelia Garcia,55183,savings,53615
565,Charlotte Taylor,67423,savings,65412
566,Emma Anderson,41846,credit,75854
567,Mia Davis,78072,credit,49547
568,Sophia Garcia,3087,checking,47619
569,Charlotte Brown,10798,savings,61083
570,Harper Wilson,53185,credit,80326
571,Evelyn Brown,50546,credit,63646
572,Amelia Wilson,12710,savings,57380
573,Ava Smith,39971,credit,87252
574,Emma Smith,99275,credit,40722
575,Olivia Anderson,65098,checking,44305
576,Olivia Davis,1226,savings,96093
577,Amelia Garcia,70775,savings,72589
578,Amelia Miller,81264,credit,65969
579,Sophia Garcia,5927,credit,94553
580,Harper Smith,93234,checking,12097
581,Sophia Wilson,68373,savings,74514
582,Olivia Garcia,18335,credit,7515
583,Charlotte Wilson,53316,checking,42904
584,Evelyn Davis,81241,credit,48529
585,Harper Anderson,81393,checking,73640
586,Olivia Martinez,75920,checking,80079
587,Olivia Martinez,44289,savings,32735
588,Ava Johnson,2075,savings,51123
589,Ava Johnson,8223,credit,13122
590,Isabella Anderson,50251,savings,41667
591,Olivia Miller,28037,savings,49279
592,Emma Taylor,12404,savings,22334
593,Olivia Anderson,13283,savings,39099
594,Emma Taylor,98715,credit,63645
595,Olivia Miller,85755,savings,1312
596,Olivia Davis,50330,credit,67645
597,Emma Johnson,81806,credit,55405
598,Amelia Martinez,22778,checking,19539
599,Evelyn Johnson,32508,credit,29344
600,Evelyn Anderson,83774,savings,91373
601,Mia Martinez,36254,checking,28474
602,Sophia Johnson,45821,checking,39268
603,Harper Wilson,28256,credit,47598
604,Ava Taylor,55482,checking,93251
605,Evelyn Miller,21618,savings,18274
606,Evelyn Miller,47928,checking,43991
607,Evelyn Wilson,66931,checking,49602
608,Charlotte Johnson,56703,credit,8020
609,Ava Anderson,69669,savings,8177
610,Harper Wilson,27567,checking,24029
611,Mia Wilson,90147,savings,27736
612,Emma Anderson,56894,credit,67385
613,Isabella Martinez,22993,savings,68963
614,Sophia Martinez,54746,savings,52347
615,Emma Brown,73775,savings,5134
616,Harper Taylor,49471,credit,9353
617,Sophia Miller,31849,credit,12040
618,Sophia Garcia,80433,checking,65605
619,Isabella Davis,8035,checking,26318
620,Ava Wilson,35414,savings,11843
621,Ava Brown,37954,credit,30217
622,Mia Wilson,57182,savings,79395
623,Evelyn Anderson,16373,savings,74663
624,Emma Smith,64701,savings,42641
625,Ava Wilson,13058,savings,51005
626,Ava Taylor,92283,credit,29389
627,Mia Martinez,3300,credit,71335
628,Emma Wilson,35808,credit,25173
629,Mia Miller,62550,checking,99034
630,Emma Martinez,6110,savings,2189
631,Charlotte Johnson,37094,checking,2678
632,Olivia Martinez,39012,credit,84593
633,Isabella Smith,94722,credit,94523
634,Charlotte Taylor,59035,checking,94821
635,Mia Johnson,87446,credit,84745
636,Mia Smith,87991,checking,34729
637,Ava Smith,24629,checking,6293
638,Mia Wilson,91600,savings,24433
639,Olivia Smith,55336,checking,60300
640,Evelyn Miller,23856,credit,91382
641,Evelyn Anderson,42061,credit,25261
642,Isabella Wilson,56956,checking,35882
643,Isabella Smith,44542,checking,58249
644,Mia Brown,55902,savings,56642
645,Emma Davis,99290,credit,70765
646,Isabella Davis,75004,savings,49452
647,Isabella Davis,50639,checking,22597
648,Evelyn Brown,10535,credit,49595
649,Evelyn Miller,22771,checking,43409
650,Charlotte Brown,28500,savings,22075
651,Emma Smith,3663,credit,43915
652,Isabella Johnson,70338,credit,26472
653,Harper Miller,87436,credit,9260
654,Mia Anderson,86191,savings,12076
655,Olivia Brown,70788,credit,17088
656,Ava Garcia,56685,credit,98342
657,Isabella Brown,70298,credit,52531
658,Amelia Smith,81046,credit,11775
659,Sophia Johnson,54758,checking,59763
660,Mia Johnson,33195,savings,42890
661,Evelyn Smith,17488,checking,79707
662,Emma Davis,79565,checking,33083
663,Olivia Wilson,20309,checking,19066
664,Mia Johnson,98426,checking,16274
665,Emma Wilson,11262,checking,82794
666,Sophia Brown,75021,checking,39376
667,Isabella Wilson,66087,savings,81062
668,Evelyn Martinez,36502,credit,22466
669,Harper Smith,13748,savings,64717
670,Sophia Miller,45231,savings,93338
671,Harper Smith,51997,checking,52311
672,Olivia Taylor,15915,checking,47820
673,Evelyn Wilson,2936,savings,96986
674,Harper Brown,11010,checking,21009
675,Charlotte Anderson,81799,savings,53971
676,Ava Taylor,22129,savings,23378
677,Amelia Miller,77721,savings,61215
678,Isabella Brown,60012,savings,38803
679,Evelyn Martinez,33283,credit,50767
680,Amelia Martinez,19131,checking,17943
681,Amelia Wilson,77453,checking,5678
682,Amelia Brown,2096,checking,46388
683,Sophia Martinez,86806,checking,95329
684,Isabella Smith,26412,savings,69929
685,Evelyn Taylor,53853,credit,49741
686,Charlotte Garcia,87747,checking,11576
687,Amelia Taylor,56051,savings,93051
688,Charlotte Martinez,67180,checking,88447
689,Ava Miller,33381,checking,98436
690,Charlotte Johnson,11430,credit,24548
691,Harper Anderson,84398,savings,64874
692,Isabella Miller,34207,credit,93148
693,Charlotte Taylor,61751,savings,78389
694,Ava Johnson,95792,checking,78542
695,Harper Martinez,65364,credit,21986
696,Evelyn Garcia,37835,checking,45746
697,Sophia Davis,65103,checking,25952
698,Harper Anderson,76942,savings,86398
699,Emma Anderson,83012,checking,3746
700,Isabella Miller,94666,checking,26511
701,Amelia Anderson,99461,checking,42714
702,Evelyn Garcia,12787,credit,93443
703,Mia Smith,43113,credit,40101
704,Sophia Garcia,65730,credit,84826
705,Amelia Wilson,17224,credit,40790
706,Sophia Garcia,46551,savings,91200
707,Charlotte Martinez,29712,checking,53987
708,Olivia Taylor,75424,credit,37550
709,Amelia Wilson,86026,checking,57037
710,Amelia Brown,72466,savings,67766
711,Evelyn Wilson,68079,credit,89127
712,Amelia Smith,81740,credit,25798
713,Charlotte Johnson,47935,checking,79577
714,Mia Davis,51652,checking,89058
715,Olivia Wilson,16131,credit,81141
716,Ava Smith,83413,savings,48453
717,Olivia Martinez,72597,checking,76054
718,Amelia Wilson,70404,checking,78908
