customer_id,customer_name,account_number,account_type,account_balance
76,Amelia Martinez,80151,checking,82394
77,Sophia Anderson,21281,savings,11340
78,Mia Miller,19455,checking,11681
79,Emma Garcia,33096,savings,2846
80,Mia Wilson,98492,savings,20418
81,Mia Anderson,20710,checking,52043
82,Harper Davis,41071,savings,84255
83,Harper Davis,11251,savings,12450
84,Amelia Taylor,11836,savings,40334
85,Harper Davis,29433,savings,55128
86,Harper Brown,65441,checking,20642
87,Amelia Anderson,98295,savings,81560
88,Isabella Martinez,53839,savings,21462
89,Isabella Davis,44038,savings,82125
90,Sophia Wilson,86709,savings,58380
91,Emma Smith,93887,savings,5991
92,Evelyn Miller,98183,credit,37324
93,Evelyn Johnson,73652,savings,13509
94,Emma Johnson,49931,checking,98003
95,Amelia Anderson,80949,checking,34286
96,Olivia Miller,31502,savings,50456
97,Evelyn Garcia,52630,checking,18216
98,Sophia Taylor,14809,checking,61404
99,Charlotte Wilson,99464,checking,63131
100,Ava Anderson,32937,credit,1851
101,Amelia Brown,2847,savings,52186
102,Isabella Smith,39707,credit,66393
103,Harper Davis,15396,credit,51809
104,Isabella Brown,54539,checking,61803
105,Amelia Johnson,20956,credit,15040
106,Sophia Garcia,91151,checking,84394
107,Evelyn Smith,86509,checking,31324
108,Amelia Martinez,17226,checking,20098
109,Evelyn Brown,5065,checking,56631
110,Olivia Brown,51465,checking,96202
111,Emma Martinez,52626,credit,55408
112,Evelyn Wilson,37141,checking,48966
113,Isabella Brown,49607,credit,30499
114,Charlotte Wilson,2291,savings,88917
115,Olivia Davis,34863,savings,39363
116,Ava Garcia,17137,credit,50030
117,Charlotte Smith,60148,credit,74708
118,Sophia Martinez,58113,credit,59467
119,Harper Anderson,61164,checking,78075
120,Emma Martinez,16384,credit,52783
121,Evelyn Garcia,2654,checking,98616
122,Sophia Davis,99679,savings,1857
123,Emma Miller,62704,credit,70921
124,Evelyn Brown,15459,checking,43129
125,Ava Wilson,75592,savings,31925
126,Olivia Smith,59841,credit,65114
127,Amelia Miller,55982,credit,23807
128,Ava Davis,32979,credit,31582
129,Charlotte Taylor,17294,checking,24653
130,Mia Wilson,20491,credit,24572
131,Charlotte Anderson,7709,savings,14682
132,Harper Miller,35474,credit,3645
133,Sophia Brown,62339,credit,74992
134,Mia Garcia,13499,checking,21345
135,Amelia Martinez,27102,credit,9254
136,Evelyn Johnson,59563,checking,95642
137,Olivia Garcia,3156,credit,96968
138,Mia Wilson,21618,checking,75013
139,Harper Wilson,1362,checking,68671
140,Mia Brown,91884,credit,15544
141,Harper Garcia,39304,savings,99102
142,Harper Miller,3491,checking,76877
143,Amelia Martinez,5726,credit,48352
144,Emma Davis,33056,savings,58973
145,Evelyn Brown,64476,savings,26996
146,Mia Davis,6645,credit,3118
147,Isabella Johnson,13315,checking,29113
148,Emma Smith,8650,checking,35007
149,Amelia Brown,21583,savings,3088
150,Ava Anderson,43884,checking,59842
151,Mia Miller,88065,checking,24703
152,Olivia Johnson,82484,savings,73330
153,Ava Miller,25693,savings,28888
154,Amelia Wilson,42290,credit,68024
155,Mia Anderson,78078,credit,61821
156,Amelia Garcia,63172,credit,32294
157,Evelyn Johnson,66335,credit,16864
158,Sophia Miller,72140,credit,56431
159,Isabella Taylor,31466,credit,48769
160,Amelia Garcia,95365,savings,29867
161,Emma Martinez,85770,checking,71096
162,Olivia Taylor,22385,savings,45032
163,Mia Martinez,42128,checking,4653
164,Ava Smith,66458,savings,39380
165,Evelyn Anderson,43576,savings,89266
166,Olivia Davis,99675,credit,86116
167,Harper Garcia,42786,savings,2885
168,Mia Wilson,72001,credit,73032
169,Charlotte Anderson,36143,checking,39285
170,Emma Wilson,76308,savings,97273
171,Evelyn Brown,32877,credit,95298
172,Harper Anderson,36730,savings,23775
173,Amelia Smith,84286,credit,33838
174,Olivia Brown,7004,savings,53611
175,Mia Brown,49172,credit,38285
176,Sophia Anderson,42509,savings,47693
177,Amelia Wilson,96352,checking,83225
178,Emma Smith,67854,credit,87781
179,Mia Brown,59156,credit,17809
180,Emma Davis,92125,checking,29493
181,Amelia Wilson,45164,checking,20866
182,Amelia Taylor,17708,credit,88317
183,Ava Miller,68219,checking,78278
184,Isabella Johnson,48685,credit,86721
185,Evelyn Wilson,31518,credit,49824
186,Harper Davis,68412,savings,40358
187,Sophia Brown,48985,checking,83740
188,Amelia Martinez,2437,checking,78199
189,Ava Taylor,52413,credit,23924
190,Sophia Davis,33966,credit,12545
191,Mia Garcia,70137,credit,35082
192,Charlotte Johnson,12204,savings,65453
193,Ava Miller,19974,savings,56353
194,Isabella Davis,90849,checking,50260
195,Evelyn Johnson,14151,credit,84007
196,Charlotte Anderson,15425,credit,90037
197,Sophia Davis,2890,checking,70728
198,Harper Anderson,26609,credit,56939
199,Mia Miller,85788,savings,78015
200,Isabella Brown,24629,savings,90206
201,Harper Anderson,18320,credit,19834
202,Amelia Smith,52383,credit,81075
203,Harper Martinez,63444,credit,62194
204,Harper Miller,67720,checking,4052
205,Emma Wilson,86785,credit,36478
206,Mia Taylor,45621,checking,50785
207,Isabella Anderson,69788,credit,91292
208,Evelyn Anderson,22348,checking,26603
209,Emma Smith,10961,savings,6771
210,Ava Smith,82169,checking,30093
211,Harper Garcia,8122,checking,88147
212,Emma Martinez,36421,checking,41050
213,Isabella Anderson,27847,credit,10777
214,Ava Brown,97716,checking,15704
215,Isabella Smith,76217,checking,52897
216,Harper Taylor,21058,savings,82066
217,Evelyn Johnson,52633,savings,43539
218,Ava Martinez,46958,checking,75614
219,Amelia Davis,65813,savings,74994
220,Olivia Anderson,12218,savings,67721
221,Charlotte Garcia,4766,checking,67811
222,Evelyn Smith,76452,credit,47215
223,Emma Davis,46607,checking,57930
224,Emma Wilson,39433,credit,92961
225,Emma Taylor,86891,checking,82107
226,Evelyn Smith,87379,checking,14835
227,Sophia Brown,17777,credit,37813
228,Isabella Anderson,29387,checking,77508
229,Amelia Johnson,91348,checking,34280
230,Evelyn Johnson,79235,checking,12525
231,Evelyn Brown,7630,checking,81748
232,Isabella Garcia,63088,checking,17769
233,Emma Wilson,98947,savings,8644
234,Olivia Anderson,16397,credit,85521
235,Ava Miller,9902,credit,76591
236,Isabella Davis,81592,credit,30095
237,Ava Garcia,70617,checking,40527
238,Harper Davis,34406,checking,16756
239,Olivia Brown,49058,credit,11185
240,Amelia Anderson,33868,checking,52198
241,Amelia Martinez,63932,savings,65276
242,Harper Miller,98977,savings,10507
243,Olivia Martinez,97863,savings,79883
244,Amelia Smith,13985,credit,91844
245,Mia Garcia,34134,checking,1433
246,Isabella Garcia,27881,savings,62823
247,Evelyn Anderson,63453,checking,26437
248,Amelia Wilson,98127,checking,88278
249,Ava Anderson,79060,checking,39823
250,Charlotte Smith,29019,checking,39213
251,Harper Garcia,3375,checking,58183
252,Sophia Martinez,72030,credit,72851
253,Amelia Johnson,72068,checking,41303
254,Evelyn Johnson,92803,savings,61876
255,Ava Smith,93409,checking,58003
256,Charlotte Anderson,82799,checking,35588
257,Charlotte Smith,54671,savings,55068
258,Isabella Martinez,24265,credit,36863
259,Harper Wilson,24390,credit,19845
260,Mia Garcia,11313,savings,43177
261,Harper Anderson,45692,checking,49633
262,Sophia Smith,55557,savings,20423
263,Harper Johnson,3501,credit,13194
264,Sophia Taylor,5916,credit,78328
265,Amelia Anderson,3806,credit,19223
266,Sophia Martinez,77633,savings,85632
267,Mia Garcia,4576,savings,67741
268,Isabella Garcia,85516,credit,58896
269,Amelia Davis,31869,credit,39071
270,Isabella Johnson,61925,savings,10201
271,Charlotte Anderson,14965,credit,61827
272,Charlotte Anderson,36725,checking,6682
273,Amelia Taylor,32136,savings,20332
274,Mia Brown,11102,credit,72872
275,Isabella Taylor,13583,checking,81616
276,Ava Wilson,71842,checking,41613
277,Isabella Miller,35382,savings,3230
278,Harper Johnson,88867,credit,6946
279,Evelyn Taylor,57414,savings,79323
280,Harper Johnson,19335,credit,56217
281,Isabella Taylor,82464,credit,45808
282,Evelyn Johnson,84378,checking,34770
283,Harper Garcia,11011,savings,52083
284,Harper Taylor,28437,credit,5503
285,Olivia Smith,10601,checking,64154
286,Charlotte Anderson,65061,checking,43648
287,Amelia Wilson,23546,checking,5670
288,Charlotte Anderson,79003,savings,51091
289,Ava Taylor,20248,savings,71907
290,Mia Smith,89567,checking,78204
291,Emma Taylor,52992,credit,41070
292,Charlotte Johnson,12305,credit,66029
293,Ava Brown,7654,checking,46485
294,Mia Brown,31082,checking,88468
295,Sophia Martinez,33296,checking,93335
296,Emma Davis,8005,credit,34962
297,Ava Brown,79913,savings,8032
298,Olivia Wilson,23387,checking,25270
299,Amelia Miller,97751,credit,37821
300,Mia Martinez,21375,checking,6143
301,Isabella Miller,41772,savings,59060
302,Amelia Miller,24230,credit,24952
303,Mia Smith,18640,checking,53104
304,Olivia Miller,66123,checking,83107
305,Isabella Brown,57013,credit,34775
306,Charlotte Wilson,24864,savings,17813
307,Isabella Garcia,43252,savings,36911
308,Harper Brown,97110,credit,52221
309,Ava Martinez,34430,savings,37076
310,Amelia Brown,86182,credit,74141
311,Harper Wilson,46519,credit,28804
312,Evelyn Miller,2137,checking,47470
313,Sophia Anderson,10254,credit,58841
314,Charlotte Johnson,26065,credit,22178
315,Harper Brown,3189,checking,39620
316,Harper Anderson,64736,checking,82351
317,Emma Martinez,47985,checking,74608
318,Amelia Taylor,78692,checking,3177
319,Sophia Martinez,65948,credit,73122
320,Mia Garcia,37428,savings,79980
321,Charlotte Martinez,24208,credit,87811
322,Evelyn Davis,77940,savings,70988
323,Mia Anderson,66351,savings,34303
324,Isabella Taylor,42889,savings,79807
325,Evelyn Davis,87191,savings,76134
326,Charlotte Johnson,74153,credit,42128
327,Emma Garcia,56778,savings,21188
328,Mia Smith,40963,checking,80210
329,Charlotte Brown,25474,checking,62011
330,Evelyn Johnson,86317,credit,3694
331,Ava Brown,12435,savings,44247
332,Evelyn Taylor,92059,savings,93889
333,Mia Anderson,4848,checking,6476
334,Harper Anderson,48259,checking,31562
335,Amelia Wilson,54505,savings,99267
336,Isabella Miller,68396,credit,87684
337,Olivia Garcia,52687,savings,91121
338,Olivia Davis,23430,savings,95496
339,Sophia Brown,97682,checking,18037
340,Isabella Miller,58911,checking,11160
341,Ava Garcia,18497,checking,74485
342,Mia Brown,53596,savings,28966
343,Olivia Garcia,8747,savings,3848
344,Emma Anderson,17333,savings,95552
345,Ava Wilson,58452,savings,14665
346,Evelyn Miller,30134,credit,39671
347,Isabella Miller,47581,credit,86994
348,Harper Davis,72786,credit,45973
349,Amelia Garcia,32175,savings,27155
350,Amelia Garcia,91601,savings,62670
351,Harper Taylor,85901,credit,56180
352,Evelyn Garcia,53568,savings,35229
353,Amelia Garcia,7580,savings,31240
354,Olivia Taylor,4034,checking,10111
355,Sophia Garcia,79027,savings,42558
356,Ava Wilson,73109,checking,76094
357,Isabella Smith,90325,checking,41233
358,Ava Davis,77734,savings,5131
359,Sophia Martinez,5874,credit,75070
360,Isabella Miller,45666,checking,73220
361,Harper Garcia,61348,savings,68244
362,Sophia Davis,68767,savings,34560
363,Mia Johnson,3532,credit,58337
364,Harper Johnson,84487,savings,49555
365,Charlotte Martinez,38566,checking,95007
366,Charlotte Garcia,71557,checking,56129
367,Harper Davis,90565,checking,96704
368,Evelyn Wilson,29249,credit,97600
369,Emma Garcia,41846,savings,35023
370,Charlotte Smith,80955,checking,45472
371,Mia Anderson,28907,savings,52074
372,Ava Davis,8668,checking,9633
373,Ava Garcia,85637,savings,9090
374,Mia Anderson,10413,savings,24740
375,Ava Miller,49762,savings,16098
376,Amelia Wilson,55921,savings,88600
377,Emma Smith,39711,credit,35447
378,Harper Miller,60493,credit,79630
379,Emma Garcia,65430,checking,39081
380,Harper Johnson,40363,credit,23759
381,Mia Anderson,11035,credit,50502
382,Mia Johnson,63136,checking,76607
383,Evelyn Davis,60103,checking,54283
384,Ava Anderson,57532,savings,96442
385,Amelia Anderson,7653,checking,27224
386,Amelia Davis,15682,credit,20183
387,Evelyn Martinez,89752,savings,83117
388,Ava Johnson,45530,credit,8586
389,Mia Anderson,2451,checking,39224
390,Sophia Miller,46038,checking,3582
391,Olivia Martinez,64046,checking,10350
392,Emma Davis,65602,credit,98824
393,Amelia Johnson,97752,savings,81359
394,Mia Wilson,10770,credit,25015
395,Ava Davis,32763,credit,50157
396,Evelyn Taylor,79405,checking,9620
397,Charlotte Davis,67988,savings,25533
398,Emma Johnson,62191,checking,47574
399,Isabella Miller,56225,savings,15727
400,Sophia Johnson,98325,credit,91999
401,Mia Davis,45876,checking,71084
402,Charlotte Johnson,24449,checking,8319
403,Evelyn Johnson,68689,savings,2524
404,Mia Wilson,47694,credit,97406
405,Mia Taylor,37264,savings,85210
406,Amelia Johnson,71713,savings,89700
407,Emma Brown,34029,credit,35051
408,Isabella Smith,93521,checking,45933
409,Amelia Davis,93840,credit,3741
410,Ava Taylor,42745,savings,50914
411,Harper Taylor,22268,savings,73590
412,Evelyn Smith,58405,credit,10858
413,Olivia Brown,42171,credit,3102
414,Isabella Wilson,93523,credit,76849
415,Charlotte Martinez,50345,credit,17685
416,Ava Davis,63343,credit,78363
417,Isabella Garcia,92818,checking,39333
418,Isabella Brown,45955,credit,87707
419,Olivia Garcia,88894,checking,78191
420,Ava Anderson,7818,credit,5083
421,Ava Garcia,95508,savings,19213
422,Sophia Miller,14827,savings,61480
423,Emma Martinez,29273,savings,95206
424,Harper Anderson,49617,credit,89459
425,Isabella Brown,40257,savings,51316
426,Olivia Wilson,10597,checking,1236
427,Emma Johnson,13593,credit,57177
428,Mia Anderson,18531,checking,57021
429,Olivia Miller,63120,savings,72780
430,Evelyn Garcia,40945,credit,86518
431,Harper Brown,7902,savings,98293
432,Evelyn Davis,69282,savings,68126
433,Amelia Smith,21672,credit,98905
434,Ava Garcia,41629,checking,58255
435,Ava Garcia,36819,savings,68819
436,Evelyn Brown,99443,checking,38358
437,Emma Garcia,44550,savings,74720
438,Isabella Anderson,11776,savings,66082
439,Sophia Anderson,30278,savings,43958
440,Isabella Taylor,23195,checking,31231
441,Emma Miller,96778,checking,12058
442,Harper Martinez,85571,credit,76471
443,Ava Davis,79751,checking,32497
444,Mia Martinez,21788,checking,51043
445,Amelia Johnson,63676,checking,69294
446,Evelyn Martinez,50261,savings,85145
447,Mia Wilson,81295,checking,62628
448,Isabella Anderson,43201,savings,48404
449,Harper Miller,36477,credit,48279
450,Emma Davis,82816,savings,65478
451,Olivia Wilson,60507,savings,41737
452,Ava Taylor,54671,checking,24082
453,Amelia Davis,97086,credit,19868
454,Harper Taylor,71926,checking,49705
455,Amelia Davis,42092,credit,97514
456,Ava Smith,92721,credit,76870
457,Emma Johnson,50612,savings,22497
458,Amelia Brown,94256,checking,97558
459,Emma Brown,17028,checking,72894
460,Ava Martinez,98018,credit,5922
461,Ava Wilson,72280,checking,74179
462,Evelyn Brown,59284,credit,44463
463,Ava Martinez,38873,checking,91109
464,Isabella Garcia,53940,savings,79801
465,Harper Johnson,47869,credit,97713
466,Olivia Garcia,78980,savings,1192
467,Emma Davis,78049,credit,45156
468,Amelia Martinez,58671,savings,60925
469,Ava Davis,7400,credit,21451
470,Evelyn Miller,80148,checking,79912
471,Emma Anderson,18206,savings,21657
472,Mia Brown,83569,savings,9501
473,Sophia Garcia,86277,credit,2019
474,Olivia Davis,26580,checking,28010
475,Ava Smith,39837,savings,53591
476,Isabella Brown,60738,savings,33998
477,Evelyn Anderson,77193,checking,64943
478,Harper Brown,8841,checking,49353
479,Charlotte Taylor,42964,savings,34327
480,Olivia Martinez,60770,savings,13617
481,Ava Johnson,13957,savings,63058
482,Isabella Smith,77383,checking,34367
483,Olivia Anderson,13759,savings,24700
484,Sophia Anderson,4800,savings,45058
485,Sophia Johnson,93631,savings,6266
486,Olivia Davis,6616,checking,27739
487,Mia Smith,79135,savings,98116
488,Mia Martinez,39193,checking,73323
489,Olivia Wilson,47227,checking,73887
490,Harper Garcia,48545,credit,24783
491,Ava Garcia,33979,credit,26798
492,Olivia Brown,12405,checking,10844
493,Emma Davis,23029,checking,58554
494,Evelyn Brown,13842,credit,3040
495,Sophia Smith,5323,savings,10655
496,Harper Taylor,33064,checking,80210
497,Sophia Davis,14933,checking,43395
498,Emma Brown,71896,checking,18685
499,Sophia Wilson,21526,checking,51033
500,Ava Anderson,1844,savings,16216
501,Amelia Garcia,44505,savings,89357
502,Isabella Smith,70805,credit,27456
503,Harper Miller,82314,savings,9700
504,Emma Miller,37352,checking,6637
505,Mia Brown,7888,checking,86113
506,Charlotte Anderson,30398,credit,32382
507,Amelia Taylor,69862,checking,6693
508,Amelia Johnson,1878,savings,54764
509,Olivia Garcia,75809,checking,70099
510,Amelia Taylor,55423,checking,60668
511,Amelia Anderson,16629,checking,40755
512,Isabella Davis,25399,credit,52016
513,Charlotte Anderson,64503,checking,70315
514,Isabella Garcia,26023,credit,83315
515,Harper Smith,90380,credit,10183
516,Emma Davis,54896,savings,66552
517,Mia Davis,1096,savings,71982
518,Emma Anderson,76128,credit,15493
519,Isabella Johnson,45881,credit,77012
520,Olivia Taylor,50834,credit,1232
521,Isabella Smith,69984,credit,10903
522,Amelia Martinez,91376,checking,59062
523,Amelia Garcia,87471,credit,34463
524,Mia Anderson,79721,checking,16389
525,Charlotte Johnson,70990,savings,51844
526,Emma Wilson,50076,checking,17521
527,Amelia Wilson,24930,credit,21800
528,Olivia Wilson,31892,credit,36291
529,Sophia Brown,82260,credit,37687
530,Olivia Martinez,42800,checking,18613
531,Ava Anderson,44181,credit,14669
532,Emma Anderson,43061,checking,8569
533,Mia Martinez,99037,checking,62520
534,Evelyn Brown,14724,credit,37229
535,Evelyn Smith,40086,checking,12650
536,Isabella Garcia,16289,savings,72589
537,Emma Anderson,47806,checking,36301
538,Amelia Wilson,7137,credit,98437
539,Mia Martinez,75342,savings,56780
540,Ava Johnson,29707,credit,40134
541,Isabella Martinez,36159,checking,88929
542,Evelyn Garcia,59432,savings,1607
543,Amelia Miller,38062,savings,42990
544,Olivia Smith,62510,credit,45360
545,Sophia Johnson,37224,checking,11762
546,Ava Johnson,73620,credit,78514
547,Mia Smith,19055,savings,17359
548,Charlotte Davis,30781,credit,56060
549,Evelyn Anderson,84750,checking,95522
550,Emma Davis,36773,credit,61876
551,Mia Davis,91539,credit,62077
552,Sophia Wilson,49646,credit,68531
553,Harper Garcia,19775,credit,62366
554,Emma Smith,5711,checking,62443
555,Charlotte Martinez,89823,credit,51375
556,Evelyn Taylor,35696,checking,67205
557,Emma Garcia,41232,credit,43859
558,Charlotte Brown,93649,savings,13486
559,Evelyn Martinez,50631,credit,87369
560,Olivia Smith,66823,credit,8194
561,Mia Martinez,14582,savings,45901
562,Evelyn Davis,4073,savings,85266
563,Harper Anderson,79206,savings,95642
564,Harper Anderson,42388,savings,32475
565,Charlotte Smith,83027,checking,75078
566,Emma Martinez,88993,checking,62371
567,Harper Brown,82997,checking,71967
568,Harper Martinez,87128,savings,47334
569,Mia Garcia,47215,savings,4319
570,Mia Davis,75519,credit,24391
571,Olivia Wilson,30408,credit,52774
572,Harper Anderson,39511,checking,9786
573,Olivia Anderson,25506,savings,31921
574,Amelia Brown,88686,credit,19966
575,Amelia Brown,68458,checking,97564
576,Evelyn Anderson,17935,savings,33105
577,Charlotte Davis,83138,credit,29547
578,Sophia Wilson,22766,savings,41246
579,Ava Anderson,78690,checking,23495
580,Evelyn Martinez,25108,savings,22107
581,Evelyn Miller,37070,credit,81884
582,Evelyn Taylor,31814,checking,8298
583,Charlotte Taylor,4630,credit,36494
584,Isabella Smith,92610,savings,27214
585,Amelia Davis,94000,checking,1100
586,Evelyn Anderson,67704,savings,35111
587,Harper Garcia,68876,credit,7406
588,Amelia Johnson,68208,savings,57160
589,Mia Davis,46365,savings,70911
590,Amelia Martinez,39468,credit,30146
591,Emma Wilson,21340,checking,17057
592,Emma Wilson,68833,credit,14212
593,Ava Wilson,16026,checking,57174
594,Mia Garcia,68742,savings,90246
595,Isabella Martinez,58798,checking,83627
596,Isabella Brown,89373,credit,7708
597,Harper Brown,97767,checking,25855
598,Emma Johnson,77301,credit,52843
599,Olivia Wilson,50491,savings,89066
600,Isabella Anderson,58162,credit,44533
601,Sophia Miller,56408,checking,36255
602,Harper Anderson,65228,savings,34556
603,Harper Davis,68906,checking,85312
604,Amelia Anderson,12198,checking,25267
605,Isabella Wilson,54016,checking,28601
606,Emma Garcia,17600,credit,55956
607,Evelyn Wilson,77116,savings,29571
608,Ava Brown,48146,credit,97347
609,Ava Smith,9672,checking,13682
610,Olivia Johnson,7658,savings,37801
611,Charlotte Martinez,28462,savings,12252
612,Evelyn Martinez,81540,checking,71208
613,Olivia Miller,75266,savings,89772
614,Mia Martinez,51409,savings,91848
615,Mia Smith,40777,credit,86862
616,Evelyn Anderson,4540,checking,9306
617,Ava Smith,88354,credit,22748
618,Charlotte Smith,14252,checking,48675
619,Amelia Miller,69753,savings,90967
620,Isabella Taylor,74744,credit,32964
621,Charlotte Wilson,98113,savings,46152
622,Harper Garcia,71844,savings,73347
623,Olivia Johnson,4475,savings,40648
624,Charlotte Brown,19767,credit,31294
625,Emma Anderson,57712,credit,11823
626,Harper Smith,32074,savings,34262
627,Harper Garcia,18226,credit,64950
628,Ava Wilson,50989,checking,84173
629,Emma Davis,83175,savings,1498
630,Sophia Anderson,30650,checking,41013
631,Evelyn Miller,60801,checking,1248
632,Sophia Smith,28648,credit,51194
633,Mia Brown,8667,savings,98503
634,Sophia Anderson,26346,credit,44341
635,Evelyn Garcia,35992,credit,64952
636,Emma Anderson,84742,credit,20948
637,Sophia Davis,38595,savings,69264
638,Sophia Wilson,27008,credit,42806
639,Isabella Brown,61269,credit,69472
640,Amelia Wilson,95692,credit,13258
641,Charlotte Garcia,15058,checking,25399
642,Emma Smith,21932,savings,21718
643,Harper Martinez,25604,savings,2642
644,Harper Smith,37773,credit,87080
645,Isabella Wilson,91192,savings,60605
646,Olivia Anderson,44770,savings,98132
647,Evelyn Brown,26918,credit,40442
648,Ava Garcia,74832,checking,82183
649,Ava Anderson,37586,savings,33972
650,Evelyn Smith,26344,savings,64481
651,Charlotte Anderson,46125,savings,75327
652,Mia Brown,33087,checking,75610
653,Amelia Brown,57693,checking,29316
654,Olivia Davis,38887,checking,36749
655,Evelyn Anderson,54781,checking,82878
656,Olivia Miller,14383,checking,78977
657,Olivia Taylor,98604,checking,3118
658,Isabella Davis,57138,credit,2228
659,Isabella Brown,1884,savings,62048
660,Ava Garcia,59400,savings,22610
661,Harper Martinez,53336,checking,92004
662,Charlotte Wilson,80540,savings,53352
663,Emma Garcia,23001,credit,49947
664,Olivia Brown,31277,credit,20211
665,Emma Brown,62335,credit,83870
666,Amelia Brown,49332,savings,99422
667,Ava Smith,67263,checking,62089
668,Charlotte Anderson,30349,checking,52187
669,Evelyn Davis,96419,credit,79020
670,Mia Brown,42212,savings,43149
671,Isabella Martinez,42471,savings,27269
672,Isabella Garcia,21358,credit,73603
673,Charlotte Anderson,96806,credit,3873
674,Ava Davis,20161,credit,6725
675,Olivia Martinez,21584,savings,51976
676,Olivia Anderson,86388,checking,36172
677,Charlotte Anderson,75516,checking,79404
678,Ava Anderson,64394,savings,33386
679,Amelia Taylor,4961,credit,35138
680,Ava Garcia,18366,credit,71987
681,Harper Martinez,21432,checking,13064
682,Emma Taylor,89766,credit,76426
683,Amelia Miller,7948,credit,55086
684,Emma Brown,52497,checking,21951
685,Isabella Taylor,77255,checking,66547
686,Amelia Brown,85557,savings,89493
687,Charlotte Brown,91693,credit,21823
688,Harper Taylor,69106,credit,59936
689,Ava Miller,73854,checking,60795
690,Sophia Miller,38735,credit,49671
691,Amelia Anderson,86009,credit,24615
692,Emma Garcia,16883,checking,48380
693,Isabella Garcia,67509,checking,81954
694,Charlotte Martinez,33031,savings,35764
695,Mia Davis,92986,savings,23596
696,Mia Martinez,71063,credit,98462
697,Harper Miller,12152,savings,87171
698,Olivia Johnson,92982,credit,22247
699,Amelia Martinez,71613,checking,19567
700,Isabella Johnson,93151,credit,5632
701,Sophia Davis,50572,checking,88268
702,Ava Anderson,41745,savings,68729
703,Mia Wilson,42914,checking,60283
704,Evelyn Smith,95970,checking,73223
705,Charlotte Martinez,42190,savings,62520
706,Olivia Martinez,24917,checking,18493
707,Mia Miller,87881,credit,62699
708,Emma Miller,21369,checking,4523
709,Emma Miller,91527,credit,41971
710,Emma Anderson,67832,savings,67413
711,Olivia Johnson,73132,checking,97300
712,Mia Davis,43716,checking,73706
713,Emma Garcia,14389,savings,10114
714,Emma Garcia,29351,savings,83514
715,Ava Anderson,56811,savings,90933
716,Sophia Garcia,26061,checking,42751
717,Sophia Anderson,16161,credit,22136
718,Isabella Brown,33536,credit,31023
719,Olivia Wilson,64179,credit,25627
720,Mia Wilson,73910,savings,52125
721,Isabella Johnson,30201,savings,23280
