customer_id,customer_name,account_number,account_type,account_balance
98,Emma Miller,99448,checking,2340
99,Amelia Martinez,83440,credit,94061
100,Olivia Brown,4041,checking,64687
101,Amelia Wilson,65849,savings,70009
102,Amelia Davis,86767,credit,86653
103,Charlotte Martinez,47998,credit,13610
104,Sophia Wilson,41041,credit,1192
105,Olivia Smith,98561,savings,85630
106,Charlotte Garcia,89179,savings,39175
107,Emma Brown,28765,checking,42839
108,Sophia Anderson,10324,savings,66839
109,Emma Garcia,90580,credit,67580
110,Ava Smith,27948,checking,47302
111,Evelyn Brown,38238,checking,60505
112,Ava Brown,3753,savings,21403
113,Ava Wilson,56820,checking,99166
114,Isabella Anderson,9283,savings,20328
115,Ava Smith,25795,credit,81515
116,Evelyn Miller,27327,checking,28573
117,Emma Wilson,8160,savings,53081
118,Amelia Miller,2136,savings,37231
119,Sophia Davis,89800,credit,36845
120,Harper Taylor,43252,credit,84671
121,Amelia Brown,12752,credit,84279
122,Mia Johnson,45552,checking,77554
123,Harper Anderson,3539,checking,75328
124,Charlotte Smith,22257,savings,11466
125,Amelia Garcia,31301,credit,85900
126,Emma Johnson,89842,credit,15584
127,Emma Garcia,67980,credit,98194
128,Mia Miller,12774,credit,82066
129,Isabella Davis,91762,checking,20074
130,Harper Smith,79902,savings,87108
131,Evelyn Wilson,41570,checking,72071
132,Harper Garcia,19526,credit,77568
133,Amelia Taylor,99284,savings,51451
134,Olivia Smith,85656,checking,26761
135,Amelia Martinez,74575,savings,36171
136,Isabella Smith,19236,checking,39378
137,Emma Davis,23734,savings,11864
138,Charlotte Davis,78724,checking,94997
139,Mia Smith,61154,savings,30540
140,Charlotte Davis,20424,credit,49561
141,Isabella Wilson,48902,credit,33603
142,Emma Wilson,41584,savings,11713
143,Olivia Garcia,9079,credit,27193
144,Evelyn Johnson,39082,savings,49685
145,Charlotte Martinez,15215,checking,59588
146,Mia Johnson,45379,savings,18716
147,Charlotte Taylor,28719,checking,66726
148,Charlotte Smith,78439,savings,28926
149,Sophia Johnson,39207,checking,48517
150,Amelia Smith,18431,savings,3216
151,Harper Taylor,76583,savings,50734
152,Amelia Johnson,98903,checking,33974
153,Amelia Brown,45707,credit,28047
154,Olivia Martinez,12267,checking,83147
155,Sophia Miller,31093,credit,71690
156,Emma Smith,7196,credit,42827
157,Ava Anderson,94763,savings,2292
158,Amelia Taylor,92880,checking,26411
159,Ava Brown,76694,checking,38572
160,Olivia Miller,48148,checking,24785
161,Isabella Brown,67506,savings,78437
162,Mia Brown,90693,credit,19536
163,Sophia Smith,16931,credit,16353
164,Isabella Martinez,80662,credit,70544
165,Amelia Brown,37247,checking,5543
166,Mia Garcia,39288,credit,65727
167,Emma Smith,12283,checking,59169
168,Sophia Smith,68793,credit,12928
169,Sophia Davis,98777,savings,83134
170,Charlotte Garcia,22865,savings,64048
171,Amelia Garcia,52724,savings,86780
172,Isabella Martinez,63976,credit,14668
173,Emma Miller,44684,savings,94063
174,Emma Wilson,14772,credit,13907
175,Mia Davis,75849,checking,85009
176,Ava Brown,67633,checking,96128
177,Amelia Johnson,1829,credit,27142
178,Harper Taylor,77609,savings,82315
179,Harper Miller,8447,savings,78462
180,Olivia Wilson,96245,savings,61331
181,Amelia Wilson,36523,savings,4205
182,Evelyn Taylor,6950,savings,76446
183,Sophia Martinez,39562,savings,21987
184,Isabella Garcia,52885,credit,31986
185,Mia Garcia,26352,credit,72678
186,Harper Johnson,1646,checking,66807
187,Evelyn Brown,22420,checking,26432
188,Sophia Brown,28134,savings,45258
189,Isabella Brown,33495,savings,39268
190,Mia Miller,73698,credit,34087
191,Emma Smith,75755,checking,28710
192,Evelyn Smith,10526,credit,67765
193,Sophia Wilson,41943,checking,44111
194,Olivia Smith,85548,credit,63701
195,Charlotte Davis,35151,savings,58598
196,Mia Martinez,43899,checking,27966
197,Isabella Wilson,87309,checking,50365
198,Isabella Garcia,70228,credit,10528
199,Evelyn Taylor,37206,checking,75900
200,Evelyn Garcia,86557,credit,44876
201,Evelyn Taylor,19870,checking,36697
202,Mia Anderson,7049,savings,69170
203,Amelia Johnson,15350,credit,75452
204,Sophia Davis,94919,savings,12020
205,Sophia Taylor,83777,credit,59570
206,Emma Garcia,55007,checking,36491
207,Olivia Wilson,59121,checking,92175
208,Charlotte Garcia,38725,savings,48701
209,Evelyn Davis,90590,checking,67077
210,Harper Taylor,71436,checking,89796
211,Olivia Johnson,99987,credit,13119
212,Charlotte Smith,40493,checking,54567
213,Charlotte Davis,32256,savings,52497
214,Isabella Martinez,51736,credit,9030
215,Sophia Anderson,78962,checking,34636
216,Olivia Smith,61692,savings,20033
217,Olivia Martinez,24480,credit,94403
218,Emma Brown,79927,credit,81314
219,Evelyn Wilson,71216,savings,24425
220,Evelyn Martinez,36604,checking,77864
221,Charlotte Brown,61094,savings,34516
222,Charlotte Johnson,65242,savings,14707
223,Isabella Miller,21343,checking,5312
224,Charlotte Wilson,24125,checking,6929
225,Mia Brown,29673,savings,23995
226,Mia Davis,49740,savings,29202
227,Harper Taylor,99917,credit,94395
228,Mia Johnson,66272,checking,68018
229,Emma Brown,73198,checking,92772
230,Harper Martinez,67809,savings,34335
231,Emma Garcia,20759,savings,26647
232,Sophia Anderson,36685,savings,26639
233,Ava Davis,16651,checking,62077
234,Emma Miller,46686,checking,97937
235,Harper Brown,8796,savings,94112
236,Olivia Garcia,78831,credit,60592
237,Harper Taylor,5816,checking,37501
238,Emma Taylor,88988,savings,6286
239,Mia Davis,59308,checking,20141
240,Ava Garcia,80478,credit,1489
241,Charlotte Miller,7772,credit,52165
242,Isabella Smith,77039,credit,85440
243,Harper Davis,35648,savings,83748
244,Emma Davis,10709,credit,52225
245,Mia Smith,55755,checking,5625
246,Emma Taylor,5331,credit,39562
247,Mia Miller,40924,credit,46797
248,Ava Johnson,35793,credit,88247
249,Sophia Brown,66251,checking,74070
250,Mia Johnson,28974,checking,89805
251,Amelia Garcia,42759,savings,84398
252,Ava Miller,88860,checking,31966
253,Harper Brown,74487,savings,89666
254,Evelyn Taylor,18569,credit,99174
255,Amelia Garcia,36958,checking,6282
256,Olivia Smith,58597,credit,38487
257,Olivia Brown,79906,checking,55753
258,Emma Martinez,90031,credit,50896
259,Amelia Garcia,3762,savings,31944
260,Evelyn Johnson,76585,savings,2382
261,Evelyn Brown,69451,checking,46975
262,Harper Davis,11485,checking,3731
263,Harper Martinez,65827,credit,50290
264,Sophia Johnson,90738,savings,65981
265,Mia Taylor,5340,checking,45715
266,Harper Johnson,28888,checking,24002
267,Emma Taylor,87112,savings,15674
268,Olivia Brown,16449,savings,87317
269,Harper Anderson,98875,checking,75762
270,Ava Taylor,98884,checking,65044
271,Emma Taylor,67767,credit,6637
272,Mia Taylor,68265,savings,58684
273,Sophia Davis,45692,credit,75146
274,Mia Miller,23570,savings,22731
275,Ava Wilson,4990,savings,26889
276,Evelyn Martinez,82414,savings,36091
277,Emma Miller,15641,checking,79975
278,Amelia Garcia,23445,savings,13258
279,Amelia Brown,3222,savings,50907
280,Amelia Wilson,6360,checking,9889
281,Charlotte Taylor,62420,savings,32092
282,Olivia Wilson,46423,checking,73512
283,Sophia Garcia,23065,checking,8367
284,Amelia Davis,28458,savings,1380
285,Evelyn Smith,33407,savings,70625
286,Amelia Garcia,63195,checking,58246
287,Isabella Davis,72474,checking,10865
288,Isabella Davis,38642,checking,46113
289,Evelyn Garcia,18623,checking,78934
290,Harper Martinez,16412,credit,71730
291,Emma Davis,95091,checking,18183
292,Ava Brown,27009,checking,3866
293,Mia Taylor,36266,checking,65572
294,Sophia Davis,29886,savings,83839
295,Harper Miller,36353,savings,66043
296,Emma Smith,48828,credit,29784
297,Emma Taylor,50426,checking,50566
298,Emma Garcia,96956,credit,75546
299,Olivia Taylor,56953,credit,51277
300,Mia Brown,57803,savings,72938
301,Ava Garcia,87516,savings,64258
302,Charlotte Martinez,61684,credit,26917
303,Amelia Wilson,55874,credit,91522
304,Isabella Brown,46129,credit,77227
305,Sophia Taylor,91737,credit,49052
306,Ava Martinez,68610,checking,25621
307,Amelia Davis,9566,checking,81292
308,Harper Smith,51994,credit,56697
309,Ava Johnson,98850,credit,36422
310,Amelia Anderson,11040,credit,55194
311,Emma Johnson,83784,credit,27666
312,Sophia Brown,60602,checking,57535
313,Olivia Taylor,74765,savings,64116
314,Ava Smith,86900,savings,59015
315,Amelia Taylor,93489,credit,6979
316,Olivia Davis,42176,checking,86028
317,Ava Miller,17304,credit,75244
318,Evelyn Johnson,53645,credit,66102
319,Olivia Brown,31182,savings,45153
320,Emma Smith,41751,checking,1738
321,Emma Garcia,10066,savings,41292
322,Ava Brown,87913,savings,86539
323,Ava Martinez,52281,credit,44843
324,Sophia Miller,42700,checking,46664
325,Harper Wilson,57079,savings,17084
326,Charlotte Garcia,20485,checking,10235
327,Mia Davis,91667,savings,96761
328,Evelyn Miller,25371,savings,47219
329,Mia Wilson,22884,credit,65206
330,Amelia Davis,92552,savings,64989
331,Harper Brown,28925,savings,1625
332,Isabella Davis,71503,savings,89689
333,Charlotte Anderson,46966,savings,80798
334,Evelyn Garcia,28645,savings,17510
335,Isabella Martinez,77355,credit,44468
336,Olivia Wilson,11451,credit,58643
337,Mia Taylor,75215,savings,59210
338,Charlotte Johnson,45395,credit,17906
339,Amelia Garcia,71309,checking,11791
340,Charlotte Smith,10307,savings,55986
341,Amelia Garcia,33920,checking,42235
342,Isabella Brown,78259,savings,35103
343,Olivia Wilson,68573,credit,47857
344,Evelyn Smith,48681,savings,56386
345,Harper Taylor,33289,savings,56981
346,Sophia Johnson,96611,savings,60198
347,Olivia Taylor,80482,checking,35094
348,Sophia Wilson,59181,checking,48326
349,Olivia Johnson,62131,savings,50109
350,Mia Brown,22214,checking,25025
351,Ava Brown,78804,credit,1519
352,Emma Anderson,95159,savings,96034
353,Olivia Wilson,99787,savings,3315
354,Isabella Johnson,92452,savings,58444
355,Mia Brown,20951,credit,19244
356,Sophia Garcia,53336,savings,31427
357,Olivia Miller,54485,credit,23382
358,Harper Davis,89417,savings,47055
359,Harper Taylor,19697,credit,39856
360,Ava Taylor,4084,credit,49551
361,Amelia Brown,22076,checking,73863
362,Amelia Anderson,56604,savings,43447
363,Olivia Miller,14453,savings,99382
364,Evelyn Taylor,93076,checking,36259
365,Isabella Miller,9094,savings,22080
366,Olivia Anderson,22840,savings,23109
367,Harper Smith,38459,checking,60549
368,Olivia Brown,9513,savings,77771
369,Charlotte Brown,23987,savings,93262
370,Evelyn Anderson,56027,savings,54756
371,Emma Miller,76664,credit,76794
372,Mia Garcia,47477,credit,22163
373,Olivia Martinez,83209,credit,97622
374,Isabella Davis,18141,checking,82391
375,Isabella Anderson,64497,savings,65821
376,Mia Brown,68937,credit,71310
377,Olivia Taylor,65326,credit,20417
378,Ava Taylor,13905,credit,40653
379,Ava Anderson,12838,checking,83201
380,Charlotte Wilson,75488,checking,26707
381,Sophia Garcia,96687,checking,60959
382,Emma Smith,66216,savings,86413
383,Isabella Davis,51546,credit,79746
384,Isabella Brown,13989,checking,45137
385,Olivia Davis,50094,credit,7838
386,Mia Taylor,58896,credit,57428
387,Charlotte Wilson,42511,credit,3532
388,Amelia Brown,9948,credit,74618
389,Ava Wilson,50620,credit,2250
390,Ava Garcia,83526,savings,85014
391,Sophia Smith,44023,credit,37519
392,Charlotte Anderson,61024,savings,41698
393,Mia Brown,47757,checking,24464
394,Olivia Davis,59243,credit,63684
395,Isabella Anderson,21347,savings,44673
396,Olivia Taylor,5986,credit,30315
397,Ava Johnson,10308,savings,24887
398,Charlotte Miller,6601,savings,60883
399,Evelyn Johnson,2325,credit,53051
400,Harper Miller,88956,credit,72218
401,Sophia Brown,59728,credit,74002
402,Olivia Martinez,75925,savings,80777
403,Olivia Wilson,7942,checking,24021
404,Harper Davis,66645,savings,84792
405,Sophia Miller,63087,credit,54472
406,Amelia Garcia,4012,credit,62089
407,Harper Garcia,10311,savings,80839
408,Isabella Martinez,75441,savings,68670
409,Isabella Garcia,23268,checking,13947
410,Harper Garcia,78550,savings,59843
411,Ava Davis,47692,savings,77623
412,Emma Miller,36192,credit,81826
413,Harper Smith,39288,checking,16490
414,Emma Johnson,10413,credit,85089
415,Charlotte Martinez,25443,checking,83028
416,Harper Martinez,6407,credit,89065
417,Mia Garcia,24890,checking,18072
418,Harper Johnson,60825,savings,4291
419,Evelyn Wilson,19525,credit,10588
420,Evelyn Brown,94023,credit,57083
421,Emma Martinez,76315,checking,92676
422,Amelia Johnson,36893,savings,12873
423,Emma Davis,24163,credit,51958
424,Charlotte Miller,30164,checking,8927
425,Olivia Wilson,60515,checking,52893
426,Charlotte Taylor,89213,savings,8806
427,Mia Brown,21372,checking,4661
428,Charlotte Anderson,57215,savings,74761
429,Evelyn Miller,45403,checking,32412
430,Harper Garcia,87373,credit,68999
431,Olivia Taylor,14169,savings,52544
432,Amelia Davis,48076,checking,15162
433,Amelia Wilson,57760,credit,74325
434,Harper Johnson,82298,credit,15219
435,Amelia Garcia,11924,checking,17145
436,Emma Wilson,87225,savings,94064
437,Mia Miller,5133,checking,48080
438,Isabella Johnson,83123,checking,77842
439,Emma Davis,35720,credit,15959
440,Isabella Wilson,60682,credit,90185
441,Amelia Anderson,36965,credit,72051
442,Charlotte Taylor,41704,credit,15000
443,Sophia Brown,45509,savings,63144
444,Sophia Smith,90613,savings,63344
445,Olivia Wilson,5755,checking,90976
446,Amelia Brown,14046,credit,27117
447,Isabella Smith,52351,checking,80896
448,Mia Garcia,92775,credit,91956
449,Sophia Miller,92972,credit,80728
450,Isabella Anderson,81007,checking,37301
451,Charlotte Wilson,17921,checking,84674
452,Harper Taylor,99326,credit,84492
453,Evelyn Taylor,72026,credit,28644
454,Ava Smith,83375,savings,25202
455,Isabella Johnson,76732,savings,91714
456,Olivia Miller,29301,credit,37684
457,Emma Brown,24241,checking,77067
458,Sophia Johnson,45854,credit,49509
459,Charlotte Davis,92386,credit,23345
460,Olivia Wilson,9281,checking,13618
461,Ava Wilson,91864,checking,16445
462,Evelyn Taylor,75382,checking,15134
463,Harper Smith,89351,checking,90090
464,Isabella Johnson,3294,credit,3835
465,Harper Wilson,75138,savings,10217
466,Ava Brown,92858,savings,70365
467,Harper Johnson,63496,checking,28154
468,Amelia Miller,52945,checking,53854
469,Emma Davis,56033,savings,4809
470,Mia Anderson,12707,savings,23658
471,Emma Anderson,80259,credit,58521
472,Harper Garcia,78362,credit,40516
473,Amelia Wilson,27801,credit,61191
474,Charlotte Taylor,1317,checking,93160
475,Emma Smith,15379,credit,36596
476,Harper Davis,67941,savings,93339
477,Ava Brown,12856,checking,32287
478,Evelyn Taylor,13275,checking,71906
479,Charlotte Smith,95756,savings,3879
480,Emma Wilson,37284,savings,5661
481,Charlotte Taylor,39341,savings,21701
482,Sophia Martinez,10021,checking,6584
483,Charlotte Davis,86309,checking,53481
484,Olivia Anderson,43081,savings,66564
485,Emma Johnson,98447,checking,98578
486,Charlotte Brown,87101,credit,33865
487,Ava Smith,3396,savings,92141
488,Isabella Johnson,33425,checking,48792
489,Isabella Martinez,68265,credit,19177
490,Charlotte Miller,8818,savings,34740
491,Harper Wilson,38409,credit,56814
492,Harper Anderson,96574,checking,90150
493,Charlotte Davis,73696,checking,44097
494,Amelia Garcia,75793,checking,45821
495,Sophia Miller,85884,checking,23969
496,Emma Martinez,21998,checking,61414
497,Emma Taylor,16141,savings,92705
498,Olivia Miller,52142,savings,17938
499,Isabella Brown,75942,checking,46778
500,Ava Anderson,99094,savings,81820
501,Amelia Davis,97004,savings,82432
502,Harper Brown,56673,savings,78740
503,Charlotte Smith,30706,credit,44903
504,Ava Anderson,34004,checking,23740
505,Mia Martinez,46398,savings,52458
506,Harper Taylor,41608,credit,72954
507,Sophia Garcia,93360,checking,4668
508,Harper Anderson,31250,credit,56186
509,Emma Smith,85099,savings,38940
510,Sophia Garcia,31077,savings,72627
511,Harper Anderson,43381,credit,5322
512,Evelyn Davis,38444,savings,81214
513,Harper Martinez,35672,savings,37529
514,Mia Miller,28344,checking,44643
515,Evelyn Davis,37009,checking,76095
516,Sophia Wilson,62641,checking,2734
517,Harper Davis,66955,checking,59308
518,Sophia Johnson,27016,checking,11757
519,Mia Taylor,91033,checking,98333
520,Harper Johnson,66470,savings,5078
521,Charlotte Brown,39237,credit,32934
522,Mia Garcia,33254,checking,81006
523,Emma Garcia,36417,savings,32160
524,Ava Anderson,40601,credit,47921
525,Amelia Miller,87159,credit,71147
526,Harper Johnson,18949,savings,98651
527,Ava Davis,68972,credit,4497
528,Sophia Brown,20300,savings,41706
529,Charlotte Smith,23023,credit,74485
530,Charlotte Taylor,58822,checking,12969
531,Isabella Garcia,84900,credit,51600
532,Emma Davis,60035,savings,30285
533,Amelia Miller,21659,checking,12185
534,Ava Martinez,24650,savings,60292
535,Olivia Taylor,2455,checking,85224
536,Evelyn Brown,28935,checking,1443
537,Harper Miller,98818,savings,16946
538,Harper Smith,83546,credit,92868
539,Ava Smith,51865,savings,76311
540,Charlotte Johnson,58772,checking,8444
541,Charlotte Garcia,81095,checking,56405
542,Ava Taylor,62550,credit,57786
543,Harper Miller,40722,credit,57988
544,Isabella Brown,99983,checking,62675
545,Harper Miller,67216,checking,63003
546,Sophia Smith,93557,credit,58344
547,Mia Johnson,37500,checking,34689
548,Emma Martinez,88422,savings,30645
549,Ava Miller,65487,checking,28307
550,Amelia Anderson,82742,checking,18942
551,Mia Anderson,25179,checking,90620
552,Olivia Garcia,97423,credit,43993
553,Sophia Brown,59909,checking,4205
554,Emma Martinez,81216,savings,59887
555,Evelyn Davis,86781,checking,24740
556,Sophia Wilson,5557,credit,20910
557,Harper Davis,56930,checking,89634
558,Emma Taylor,35840,credit,94251
559,Charlotte Miller,94755,savings,37083
560,Emma Brown,32137,checking,2296
561,Amelia Miller,77773,credit,89678
562,Olivia Brown,14914,credit,46374
563,Evelyn Smith,89192,credit,71769
564,Sophia Brown,58317,savings,78661
565,Sophia Smith,68912,savings,39657
566,Olivia Martinez,16139,checking,36993
567,Isabella Garcia,12492,credit,69137
568,Emma Davis,73973,credit,79863
569,Olivia Brown,48457,checking,39604
570,Amelia Taylor,90129,savings,42748
571,Evelyn Garcia,80262,savings,59348
572,Harper Davis,84921,savings,21566
573,Mia Smith,24401,credit,13407
574,Evelyn Garcia,89304,checking,42340
575,Harper Smith,4654,credit,49530
576,Emma Davis,96892,credit,59475
577,Charlotte Miller,14063,savings,47860
578,Mia Davis,82991,savings,15489
579,Evelyn Davis,24861,savings,66451
580,Sophia Martinez,54528,checking,6009
581,Olivia Johnson,71138,savings,23457
582,Evelyn Smith,14763,savings,39765
583,Isabella Taylor,54182,credit,24478
584,Emma Taylor,4824,savings,28457
585,Isabella Davis,20969,checking,64651
586,Evelyn Davis,91851,savings,34304
587,Harper Wilson,33318,credit,29589
588,Amelia Brown,67846,savings,67769
589,Evelyn Anderson,53681,credit,64066
590,Emma Taylor,16225,checking,16642
591,Emma Smith,91504,checking,74031
592,Olivia Wilson,95501,savings,82037
593,Sophia Smith,29564,credit,23132
594,Ava Anderson,19596,savings,69852
595,Mia Brown,86352,checking,26923
596,Mia Davis,25843,savings,76561
597,Amelia Martinez,82174,credit,45913
598,Olivia Garcia,20935,checking,51256
599,Mia Garcia,81999,savings,80698
600,Charlotte Wilson,75310,credit,27503
601,Evelyn Wilson,56096,savings,98334
602,Isabella Garcia,73464,checking,83898
603,Emma Miller,61666,savings,77620
604,Sophia Davis,41508,savings,39255
605,Harper Johnson,20883,checking,13146
606,Sophia Smith,45727,checking,82903
607,Sophia Brown,42163,checking,19492
608,Sophia Anderson,3477,savings,5485
609,Olivia Miller,63619,credit,80981
610,Amelia Smith,60383,checking,20782
611,Mia Wilson,15624,checking,47188
612,Evelyn Wilson,79357,checking,87153
613,Olivia Taylor,25007,savings,9920
614,Emma Davis,13329,credit,10566
615,Harper Brown,87589,savings,82491
616,Charlotte Garcia,42923,checking,13883
617,Olivia Smith,1045,checking,15000
618,Sophia Garcia,69318,checking,59483
619,Emma Johnson,46025,checking,43961
620,Evelyn Garcia,56713,credit,19889
621,Evelyn Miller,10109,credit,59006
622,Emma Wilson,30964,credit,24278
623,Charlotte Miller,22885,credit,2575
624,Evelyn Garcia,81641,checking,78812
625,Sophia Brown,65581,checking,50657
626,Mia Brown,92572,savings,64965
627,Olivia Wilson,85008,checking,36084
628,Ava Martinez,73360,credit,92101
629,Harper Miller,43755,credit,22721
630,Olivia Garcia,96723,credit,86912
631,Isabella Miller,33760,savings,83998
632,Olivia Davis,36753,credit,67207
633,Ava Martinez,70060,checking,1787
634,Sophia Wilson,3379,checking,66727
635,Isabella Davis,85441,credit,11781
636,Ava Martinez,19482,credit,15403
637,Evelyn Davis,33209,savings,87441
638,Mia Johnson,77621,checking,3975
639,Evelyn Taylor,40119,credit,75160
640,Charlotte Martinez,39271,credit,66632
641,Charlotte Martinez,92647,checking,76200
642,Ava Wilson,95864,checking,58879
643,Harper Johnson,82391,checking,47566
644,Emma Anderson,65074,checking,31942
645,Charlotte Garcia,33950,checking,10050
646,Ava Martinez,21965,savings,94749
647,Amelia Davis,46547,credit,34720
648,Ava Miller,42331,checking,99486
649,Emma Taylor,27832,checking,87098
650,Isabella Garcia,20799,credit,87354
651,Mia Davis,73892,credit,95974
652,Amelia Brown,21458,savings,30406
653,Amelia Garcia,54113,checking,65756
654,Mia Johnson,10161,savings,60226
655,Emma Anderson,52589,credit,6048
656,Amelia Miller,22579,savings,92589
657,Olivia Martinez,51178,savings,50005
658,Evelyn Wilson,48544,savings,10957
659,Mia Miller,38263,checking,74615
660,Evelyn Johnson,14829,checking,92192
661,Emma Johnson,87582,checking,84983
662,Olivia Smith,91772,credit,5244
663,Mia Taylor,63569,credit,39493
664,Harper Martinez,64106,credit,46446
665,Emma Johnson,75533,savings,98591
666,Harper Martinez,41019,savings,60304
667,Evelyn Wilson,92468,savings,66977
668,Ava Johnson,98383,checking,90292
669,Emma Anderson,45156,credit,33576
670,Charlotte Anderson,37402,credit,51649
671,Amelia Martinez,58991,checking,27730
672,Isabella Wilson,13377,checking,53459
673,Harper Wilson,99126,checking,20393
674,Charlotte Johnson,26732,savings,63151
675,Sophia Miller,84526,credit,26231
676,Isabella Garcia,30753,credit,87113
677,Olivia Smith,6472,credit,25974
678,Sophia Smith,34120,checking,70664
679,Evelyn Davis,23960,savings,98027
680,Olivia Smith,77937,checking,18518
681,Evelyn Garcia,11034,credit,59711
682,Emma Johnson,32311,savings,52249
683,Ava Brown,50008,savings,31492
684,Olivia Davis,99111,checking,22728
685,Mia Anderson,4203,checking,76745
686,Charlotte Smith,49694,checking,74358
687,Evelyn Smith,25892,checking,17698
688,Charlotte Johnson,53788,savings,75106
689,Ava Garcia,89315,credit,70011
690,Evelyn Johnson,40604,checking,13791
691,Amelia Smith,77220,savings,80343
692,Isabella Taylor,34922,credit,97976
693,Mia Taylor,98864,checking,51603
694,Isabella Miller,85448,checking,66702
695,Ava Taylor,73660,savings,17667
696,Mia Martinez,79413,checking,74070
697,Sophia Wilson,17961,savings,94879
698,Charlotte Brown,38295,savings,88247
699,Ava Anderson,10235,savings,68751
700,Sophia Anderson,67800,credit,27106
701,Emma Taylor,96420,credit,80471
702,Olivia Wilson,33463,checking,24402
703,Amelia Wilson,88987,savings,17305
704,Sophia Miller,2047,savings,56370
705,Isabella Johnson,18322,checking,36148
706,Harper Taylor,6340,checking,62520
707,Emma Brown,64782,credit,8602
708,Amelia Johnson,90650,credit,89942
709,Evelyn Taylor,49261,credit,85539
710,Isabella Martinez,92976,savings,43598
711,Olivia Taylor,22323,checking,58662
712,Charlotte Davis,81074,savings,5898
713,Evelyn Garcia,18448,checking,18019
714,Olivia Davis,25191,credit,9078
715,Olivia Davis,81715,checking,36330
716,Emma Brown,73946,checking,41863
717,Olivia Davis,99928,savings,2085
718,Harper Brown,63871,credit,7389
719,Charlotte Wilson,50124,savings,27473
720,Amelia Garcia,44151,savings,69202
